group_id,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
23343,117.75,339.0,1183.0,0.0,0.0,0.0,6.0,5.0,1396.75,66.0,13.0,491.75,18.75,24.5,202208301500,202208301600,559.0,516.25,3102.5,3661.5,15,14
23344,118.25,341.75,1198.25,0.0,0.0,0.0,5.75,5.0,1397.75,57.0,12.5,133.5,19.5,23.5,202208301600,202208301700,199.75,157.0,3113.0,3312.75,6,5
23345,113.75,338.25,1297.0,0.0,0.0,0.0,5.75,5.0,1398.0,50.25,11.75,7.25,18.75,41.0,202208301700,202208301800,89.5,48.25,3197.25,3286.75,3,1
23346,120.5,340.75,1224.0,0.0,0.0,0.0,5.5,5.0,1397.5,49.5,11.25,0.0,19.25,65.75,202208301800,202208301900,106.75,65.75,3132.25,3239.0,3,2
23347,121.0,336.0,1193.25,0.0,0.0,0.0,4.75,5.0,1397.0,50.0,11.5,0.0,19.25,51.75,202208301900,202208302000,92.25,51.75,3097.25,3189.5,3,2
23348,122.0,332.0,979.25,0.0,0.0,0.0,4.25,5.0,1397.25,49.75,12.0,0.0,19.5,33.0,202208302000,202208302100,73.75,33.0,2880.25,2954.0,2,1
23349,123.0,335.0,920.5,0.0,0.0,0.0,3.75,5.0,1396.5,49.25,11.5,0.0,20.0,16.75,202208302100,202208302200,57.0,16.75,2824.25,2881.25,2,1
23350,124.25,330.25,935.25,0.0,0.0,0.0,4.0,5.0,1397.25,53.5,11.0,0.0,20.0,14.0,202208302200,202208302300,54.0,14.0,2840.5,2894.5,2,0
23351,123.0,328.25,936.25,0.0,0.0,0.0,5.0,5.0,1396.25,53.25,11.0,0.0,19.5,14.0,202208302300,202208310000,54.5,14.0,2837.0,2891.5,2,0
23352,123.0,326.5,905.75,0.0,0.0,0.0,5.0,5.0,1396.5,52.0,10.25,0.0,19.5,23.0,202208310000,202208310100,62.75,23.0,2803.75,2866.5,2,1
23353,121.75,333.5,923.0,0.0,0.0,0.0,5.0,5.0,1396.75,53.0,10.5,0.0,19.75,20.25,202208310100,202208310200,60.5,20.25,2828.0,2888.5,2,1
23354,122.25,322.0,910.0,0.0,0.0,0.0,5.5,5.0,1397.0,52.0,10.75,0.0,19.5,19.25,202208310200,202208310300,60.0,19.25,2803.25,2863.25,2,1
23355,121.5,328.75,993.5,0.0,0.0,0.0,6.0,5.0,1397.0,52.0,10.75,0.25,19.0,28.75,202208310300,202208310400,69.75,29.0,2892.75,2962.5,2,1
23356,121.75,327.75,1033.75,0.0,0.0,0.0,6.0,5.0,1397.75,56.25,12.0,55.75,19.5,22.75,202208310400,202208310500,121.0,78.5,2937.25,3058.25,4,3
23357,122.75,328.0,1046.5,0.0,0.0,0.0,6.0,5.0,1397.5,59.5,12.75,337.0,21.0,17.25,202208310500,202208310600,399.0,354.25,2954.25,3353.25,12,11
23358,121.75,329.5,1026.5,0.0,0.0,0.0,6.0,5.0,1398.25,67.0,13.0,788.75,20.25,4.75,202208310600,202208310700,837.75,793.5,2943.0,3780.75,22,21
23359,122.75,336.0,935.25,0.0,0.0,0.0,6.0,5.0,1397.5,74.75,13.0,1229.25,21.75,4.25,202208310700,202208310800,1279.25,1233.5,2866.25,4145.5,31,30
23360,122.5,328.5,824.25,0.0,0.0,0.0,6.0,5.0,1398.25,78.75,13.0,1502.0,21.5,3.75,202208310800,202208310900,1551.25,1505.75,2752.25,4303.5,36,35
23361,122.5,342.0,910.0,0.0,0.0,0.0,6.0,5.0,1398.25,82.25,12.5,1676.25,21.75,4.25,202208310900,202208311000,1725.75,1680.5,2855.0,4580.75,38,37
23362,122.25,339.25,966.75,0.0,0.0,0.0,6.0,5.0,1397.0,82.25,12.5,1718.0,20.0,3.25,202208311000,202208311100,1764.75,1721.25,2907.5,4672.25,38,37
23363,120.5,341.0,962.0,0.0,0.0,0.0,6.0,5.0,1396.75,82.25,12.25,1596.5,19.0,4.0,202208311100,202208311200,1642.75,1600.5,2902.5,4545.25,36,35
23364,121.25,340.75,965.25,0.0,0.0,0.0,6.0,5.0,1397.25,83.0,13.0,1375.25,18.5,9.75,202208311200,202208311300,1427.5,1385.0,2907.5,4335.0,33,32
23365,119.0,338.75,1017.0,0.0,0.0,0.0,6.0,5.0,1396.5,81.75,13.0,1080.75,18.25,21.25,202208311300,202208311400,1144.25,1102.0,2953.0,4097.25,28,27
23366,120.0,339.0,1006.75,0.0,0.0,0.0,6.0,5.0,1396.5,77.25,13.75,690.0,18.0,41.0,202208311400,202208311500,773.75,731.0,2939.5,3713.25,21,20
23367,121.0,337.0,984.25,0.0,0.0,0.0,5.5,5.0,1396.0,69.0,13.75,329.5,18.5,80.75,202208311500,202208311600,453.0,410.25,2907.25,3360.25,13,12
23368,121.25,336.5,958.0,0.0,0.0,0.0,5.0,5.0,1395.25,60.0,13.5,94.75,19.25,122.75,202208311600,202208311700,260.25,217.5,2871.0,3131.25,8,7
23369,123.0,340.5,990.75,0.0,0.0,0.0,5.0,5.0,1395.5,53.75,13.75,3.25,19.75,137.0,202208311700,202208311800,183.75,140.25,2903.5,3087.25,6,5
23370,123.0,336.5,1021.25,0.0,0.0,0.0,5.0,5.0,1395.5,53.0,13.5,0.0,19.0,138.5,202208311800,202208311900,181.0,138.5,2929.25,3110.25,6,4
23371,122.5,336.5,964.0,0.0,0.0,0.0,5.0,5.0,1395.25,53.0,13.75,0.0,19.75,144.25,202208311900,202208312000,187.75,144.25,2871.25,3059.0,6,5
23372,124.0,332.75,980.75,0.0,0.0,0.0,5.0,5.0,1396.5,52.5,13.75,0.0,19.75,107.75,202208312000,202208312100,151.25,107.75,2886.5,3037.75,5,4
23373,125.25,333.5,932.25,0.0,0.0,0.0,5.0,5.0,1395.5,52.25,14.0,0.0,19.75,83.75,202208312100,202208312200,127.5,83.75,2838.75,2966.25,4,3
23374,124.5,323.75,970.5,0.0,0.0,0.0,5.0,5.0,1394.75,54.0,12.25,0.0,19.75,53.25,202208312200,202208312300,95.25,53.25,2867.5,2962.75,3,2
23375,122.25,325.0,1009.0,0.0,0.0,0.0,5.0,5.0,1396.5,54.5,12.75,0.0,20.0,35.0,202208312300,202209010000,77.75,35.0,2907.25,2985.0,3,1
23376,123.0,320.75,1000.5,0.0,0.0,0.0,5.0,5.0,1397.0,53.25,12.25,0.0,20.0,29.25,202209010000,202209010100,71.5,29.25,2894.5,2966.0,2,1
23377,122.25,326.75,970.5,0.0,0.0,0.0,5.0,5.0,1397.5,54.25,12.75,0.0,19.0,35.75,202209010100,202209010200,77.5,35.75,2871.25,2948.75,3,1
23378,122.5,217.5,1058.5,0.0,0.0,0.0,5.0,5.0,1397.5,53.5,12.0,0.0,19.75,35.25,202209010200,202209010300,77.0,35.25,2849.5,2926.5,3,1
23379,122.75,167.25,1117.25,0.0,0.0,0.0,5.0,5.0,1397.25,53.25,11.75,0.0,18.5,33.25,202209010300,202209010400,73.5,33.25,2857.75,2931.25,3,1
23380,122.75,166.75,1058.5,0.0,0.0,0.0,5.75,5.0,1396.25,56.75,13.0,14.75,19.5,28.5,202209010400,202209010500,86.5,43.25,2801.0,2887.5,3,1
23381,122.75,160.5,1058.75,0.0,0.0,0.0,5.0,5.0,1396.5,60.25,14.0,80.0,18.75,25.0,202209010500,202209010600,147.75,105.0,2798.75,2946.5,5,4
23382,123.0,156.25,1059.75,0.0,0.0,0.0,5.75,5.0,1395.75,68.0,14.0,187.5,20.75,20.0,202209010600,202209010700,253.0,207.5,2802.75,3055.75,8,7
23383,122.75,153.25,1076.75,0.0,0.0,0.0,6.0,5.0,1395.75,75.5,14.0,327.25,19.0,21.25,202209010700,202209010800,392.5,348.5,2824.0,3216.5,12,11
23384,122.75,160.0,1067.75,0.0,0.0,0.0,6.0,5.0,1397.0,79.5,14.0,455.25,19.0,14.0,202209010800,202209010900,513.25,469.25,2827.0,3340.25,15,14
23385,123.0,163.75,1030.25,0.0,0.0,0.0,6.0,5.0,1396.75,83.25,12.75,603.5,18.75,16.0,202209010900,202209011000,662.0,619.5,2797.0,3459.0,19,18
23386,122.5,168.75,1020.5,0.0,0.0,0.0,6.0,5.0,1397.5,84.0,12.75,668.5,18.5,16.5,202209011000,202209011100,727.25,685.0,2793.25,3520.5,21,19
23387,121.75,164.75,1026.75,0.0,0.0,0.0,6.0,5.0,1398.75,83.75,13.0,698.0,18.25,16.75,202209011100,202209011200,757.0,714.75,2795.75,3552.75,21,20
23388,122.25,166.25,945.0,0.0,0.0,0.0,6.0,5.0,1399.75,83.75,13.75,657.5,19.25,21.75,202209011200,202209011300,723.25,679.25,2717.0,3440.25,21,20
23389,121.0,174.75,953.75,0.0,0.0,0.0,6.0,5.0,1400.25,83.0,14.75,520.0,18.0,23.5,202209011300,202209011400,587.25,543.5,2732.75,3320.0,18,16
23390,120.5,213.0,1006.75,0.0,0.0,0.0,6.0,5.0,1399.75,78.0,15.0,357.25,18.0,16.5,202209011400,202209011500,417.75,373.75,2818.0,3235.75,13,12
23391,121.0,260.5,895.75,0.0,0.0,0.0,5.0,5.0,1400.75,70.0,15.0,216.0,19.0,20.75,202209011500,202209011600,280.75,236.75,2748.0,3028.75,9,8
23392,120.25,298.75,937.0,0.0,0.0,0.0,5.0,5.0,1401.25,60.75,14.75,71.5,19.75,27.75,202209011600,202209011700,143.75,99.25,2818.0,2961.75,5,3
23393,121.0,312.5,942.5,0.0,0.0,0.0,5.0,5.0,1401.5,54.25,14.25,3.25,19.0,40.0,202209011700,202209011800,86.5,43.25,2831.75,2918.25,3,1
23394,121.0,319.5,898.5,0.0,0.0,0.0,5.0,5.0,1400.75,53.75,14.0,0.0,19.25,49.25,202209011800,202209011900,92.5,49.25,2793.5,2886.0,3,2
23395,120.25,318.5,888.25,0.0,0.0,0.0,5.0,5.0,1401.5,54.25,13.75,0.0,19.75,59.25,202209011900,202209012000,102.75,59.25,2782.75,2885.5,4,2
23396,123.75,319.0,897.25,0.0,0.0,0.0,5.0,5.0,1402.0,53.5,13.25,0.0,19.5,70.0,202209012000,202209012100,112.75,70.0,2795.5,2908.25,4,2
23397,124.75,318.5,926.25,0.0,0.0,0.0,5.0,5.0,1401.5,53.25,13.25,0.0,20.0,63.0,202209012100,202209012200,106.25,63.0,2824.25,2930.5,4,2
23398,124.5,324.25,815.0,0.0,0.0,0.0,5.0,5.0,1402.0,53.25,12.25,0.0,19.75,46.25,202209012200,202209012300,88.25,46.25,2719.0,2807.25,3,2
23399,124.25,321.5,803.5,0.0,0.0,0.0,5.0,5.0,1402.75,53.25,12.0,0.0,20.0,33.5,202209012300,202209020000,75.5,33.5,2705.25,2780.75,3,1
23400,123.5,320.75,738.5,0.0,0.0,0.0,5.0,5.0,1403.5,52.0,12.0,0.0,19.5,28.75,202209020000,202209020100,70.25,28.75,2638.25,2708.5,3,1
23401,121.75,326.5,737.75,0.0,0.0,0.0,5.0,5.0,1404.0,53.0,11.5,0.0,20.0,21.25,202209020100,202209020200,62.75,21.25,2643.0,2705.75,2,1
23402,122.0,312.5,745.75,0.0,0.0,0.0,5.5,5.0,1404.0,52.0,11.0,0.0,19.75,18.0,202209020200,202209020300,59.25,18.0,2636.25,2695.5,2,1
23403,122.5,315.75,888.25,0.0,0.0,0.0,6.0,5.0,1404.0,52.0,11.0,0.0,19.5,29.75,202209020300,202209020400,71.25,29.75,2782.5,2853.75,2,1
23404,123.5,314.5,1038.0,0.0,0.0,0.0,6.0,5.0,1406.25,56.0,12.75,19.75,20.25,34.0,202209020400,202209020500,97.75,53.75,2938.25,3036.0,3,2
23405,124.5,322.75,1058.75,0.0,0.0,0.0,6.0,5.0,1406.75,59.25,13.5,113.25,20.0,22.0,202209020500,202209020600,179.75,135.25,2972.0,3151.75,6,4
23406,124.0,322.5,1066.75,0.25,0.0,0.0,6.0,5.0,1407.0,67.0,13.0,237.25,19.5,7.75,202209020600,202209020700,288.5,245.0,2987.5,3276.0,9,7
23407,124.25,318.25,1090.5,5.25,0.0,0.0,6.0,5.0,1406.75,74.5,12.75,387.5,19.75,6.25,202209020700,202209020800,437.25,393.75,3019.5,3456.75,13,11
23408,124.0,320.0,1062.75,1.75,0.0,0.0,5.0,5.0,1406.75,78.5,13.5,522.5,18.25,3.0,202209020800,202209020900,567.25,525.5,2993.75,3561.0,16,15
23409,123.75,328.25,1044.75,0.0,0.0,0.0,5.0,5.0,1407.5,82.25,13.25,647.25,20.25,1.0,202209020900,202209021000,691.75,648.25,2986.5,3678.25,19,18
23410,124.25,324.5,988.25,0.0,0.0,0.0,5.0,5.0,1406.25,83.0,13.0,735.25,20.5,1.5,202209021000,202209021100,780.25,736.75,2926.25,3706.5,21,20
23411,124.0,319.25,913.75,0.0,0.0,0.0,4.75,5.0,1406.25,82.75,13.0,790.25,20.5,2.75,202209021100,202209021200,836.25,793.0,2846.0,3682.25,23,22
23412,124.25,321.0,797.75,0.0,0.0,0.0,5.0,5.0,1405.25,82.5,13.0,777.25,19.0,6.0,202209021200,202209021300,825.25,783.25,2730.75,3556.0,23,22
23413,123.25,321.25,902.75,0.0,0.0,0.0,5.0,5.0,1406.75,82.5,14.25,632.5,19.5,17.25,202209021300,202209021400,693.5,649.75,2836.5,3530.0,20,18
23414,122.5,324.5,965.5,0.0,0.0,0.0,5.0,5.0,1406.0,77.25,14.0,438.5,19.5,19.5,202209021400,202209021500,501.5,458.0,2895.75,3397.25,15,13
23415,123.75,320.25,994.75,0.0,0.0,0.0,5.5,5.0,1406.75,69.0,14.0,250.75,19.5,13.25,202209021500,202209021600,308.0,264.0,2914.5,3222.5,10,8
23416,123.0,324.25,986.5,0.0,0.0,0.0,6.0,5.0,1406.75,59.5,14.5,76.5,18.75,10.75,202209021600,202209021700,131.5,87.25,2900.0,3031.5,4,3
23417,124.0,320.75,1002.5,0.0,0.0,0.0,6.0,5.0,1405.75,53.25,14.25,3.5,19.0,11.25,202209021700,202209021800,59.0,14.75,2906.25,2965.25,2,0
23418,124.25,320.5,981.0,0.0,0.0,0.0,5.0,5.0,1406.5,53.0,14.0,0.0,20.25,8.0,202209021800,202209021900,52.25,8.0,2885.25,2937.5,2,0
23419,124.25,320.0,970.25,0.0,0.0,0.0,5.0,5.0,1406.0,53.0,13.25,0.0,21.0,13.0,202209021900,202209022000,57.25,13.0,2873.5,2930.75,2,0
23420,125.0,312.25,757.5,0.0,0.0,0.0,5.0,5.0,1408.5,53.0,13.5,0.0,20.25,34.75,202209022000,202209022100,78.5,34.75,2656.25,2734.75,3,1
23421,101.25,321.5,719.75,0.0,0.0,0.0,5.0,5.0,1408.0,52.25,14.0,0.0,19.0,40.75,202209022100,202209022200,83.75,40.75,2602.75,2686.5,3,2
23422,69.75,310.75,534.5,0.0,0.0,0.0,5.0,5.0,1407.75,54.0,12.25,0.0,18.75,32.5,202209022200,202209022300,73.5,32.5,2376.75,2450.25,3,1
23423,66.75,313.5,506.25,0.0,0.0,0.0,5.0,5.0,1407.75,54.25,12.75,0.0,19.75,28.75,202209022300,202209030000,71.25,28.75,2348.5,2419.75,3,1
23424,67.25,311.5,526.25,0.0,0.0,0.0,5.0,5.0,1407.75,53.25,12.25,0.0,19.0,32.0,202209030000,202209030100,73.25,32.0,2366.0,2439.25,3,1
23425,68.5,308.0,504.0,0.0,0.0,0.0,5.0,5.0,1408.25,54.0,12.0,0.0,19.25,39.0,202209030100,202209030200,80.25,39.0,2342.75,2423.0,3,2
23426,82.25,304.75,498.25,0.0,0.0,0.0,5.0,5.0,1407.75,53.25,12.25,0.0,19.25,28.25,202209030200,202209030300,69.75,28.25,2346.25,2416.0,3,1
23427,96.75,304.75,512.5,0.0,0.0,0.0,5.0,5.0,1408.5,53.0,12.25,0.0,19.5,25.75,202209030300,202209030400,67.5,25.75,2375.5,2443.0,3,1
23428,97.75,307.75,443.25,0.0,0.0,0.0,6.0,5.0,1408.75,56.5,13.75,39.75,20.0,28.5,202209030400,202209030500,113.0,68.25,2314.0,2427.0,5,3
23429,99.5,312.75,435.75,0.0,0.0,0.0,6.0,5.0,1409.25,60.25,14.0,293.75,19.5,23.25,202209030500,202209030600,361.5,317.0,2317.5,2679.0,13,12
23430,99.0,313.0,342.75,0.0,0.0,0.0,6.0,5.0,1409.0,68.0,14.0,758.0,20.25,9.75,202209030600,202209030700,813.0,767.75,2231.75,3044.75,27,25
23431,100.0,320.5,274.0,0.0,0.0,0.0,6.0,5.0,1409.5,75.0,14.0,1120.0,17.75,5.0,202209030700,202209030800,1167.75,1125.0,2179.0,3346.75,35,34
23432,100.0,294.75,274.5,0.0,0.0,0.0,6.0,5.0,1410.75,79.5,13.25,1361.5,18.25,9.25,202209030800,202209030900,1413.25,1370.75,2159.5,3572.75,40,38
23433,100.0,273.5,324.0,0.0,0.0,0.0,6.0,5.0,1410.75,82.75,11.0,1499.5,20.0,17.0,202209030900,202209031000,1558.5,1516.5,2191.0,3749.5,42,40
23434,99.75,265.25,362.25,0.0,0.0,0.0,6.0,5.0,1410.0,83.0,11.75,1460.0,19.25,20.0,202209031000,202209031100,1522.0,1480.0,2220.25,3742.25,41,40
23435,99.5,307.75,438.0,0.0,0.0,0.0,6.0,5.0,1410.75,83.75,11.75,1418.0,18.75,27.25,202209031100,202209031200,1486.75,1445.25,2339.75,3826.5,39,38
23436,98.75,322.25,330.25,0.0,0.0,0.0,6.0,5.0,1409.75,83.0,12.0,1312.5,20.0,28.0,202209031200,202209031300,1383.5,1340.5,2244.0,3627.5,38,37
23437,98.25,295.0,294.5,0.0,0.0,0.0,6.0,5.0,1410.75,83.0,12.0,1135.75,18.75,25.75,202209031300,202209031400,1203.25,1161.5,2181.5,3384.75,36,34
23438,98.25,346.0,356.25,0.0,0.0,0.0,6.0,5.0,1410.5,78.0,13.0,820.25,20.0,23.5,202209031400,202209031500,887.75,843.75,2289.0,3176.75,28,27
23439,98.75,354.25,502.25,0.0,0.0,0.0,6.0,5.0,1410.25,70.75,14.0,439.25,19.5,24.75,202209031500,202209031600,508.5,464.0,2436.25,2944.75,17,16
23440,99.25,353.5,550.5,0.0,0.0,0.0,6.0,5.0,1411.0,60.75,14.25,110.75,20.25,23.25,202209031600,202209031700,179.5,134.0,2475.0,2654.5,7,5
23441,98.75,354.0,566.5,0.0,0.0,0.0,6.0,5.0,1406.25,54.25,15.0,3.25,19.75,37.75,202209031700,202209031800,86.75,41.0,2479.75,2566.5,3,2
23442,99.25,354.75,561.25,0.0,0.0,0.0,5.0,5.0,1407.0,54.0,14.0,0.0,20.0,58.0,202209031800,202209031900,102.0,58.0,2476.25,2578.25,4,2
23443,99.25,353.75,495.25,0.0,0.0,0.0,5.0,5.0,1409.5,53.25,14.0,0.0,20.0,85.5,202209031900,202209032000,129.5,85.5,2411.0,2540.5,5,3
23444,99.75,353.25,452.25,0.0,0.0,0.0,5.0,5.0,1410.75,53.25,14.0,0.0,18.25,99.75,202209032000,202209032100,142.0,99.75,2369.25,2511.25,6,4
23445,100.5,355.0,487.0,0.0,0.0,0.0,5.0,5.0,1410.25,53.0,13.0,0.0,19.5,91.0,202209032100,202209032200,133.5,91.0,2405.75,2539.25,5,4
23446,100.25,188.0,532.5,0.0,0.0,0.0,5.0,5.0,1407.75,54.25,13.0,0.0,15.0,86.75,202209032200,202209032300,124.75,86.75,2282.75,2407.5,5,4
23447,99.5,181.25,547.75,0.0,0.0,0.0,5.0,5.0,1404.5,54.25,13.0,0.0,15.0,66.5,202209032300,202209040000,104.5,66.5,2287.25,2391.75,4,3
23448,99.25,182.5,516.25,0.0,0.0,0.0,5.0,5.0,1404.5,53.0,13.0,0.0,15.0,50.5,202209040000,202209040100,88.5,50.5,2255.5,2344.0,4,2
23449,98.5,183.0,495.25,0.0,0.0,0.0,5.0,5.0,1404.75,54.25,12.75,0.0,14.75,28.25,202209040100,202209040200,65.75,28.25,2235.75,2301.5,3,1
23450,98.25,183.5,484.5,0.0,0.0,0.0,5.0,5.0,1404.75,53.0,12.0,0.0,14.25,17.5,202209040200,202209040300,53.75,17.5,2224.0,2277.75,2,1
23451,98.0,184.75,494.75,0.0,0.0,0.0,5.0,5.0,1404.75,53.0,13.0,0.0,14.5,13.25,202209040300,202209040400,50.75,13.25,2235.25,2286.0,2,1
23452,97.25,183.75,493.75,0.0,0.0,0.0,6.0,5.0,1404.25,56.5,14.0,43.75,14.5,11.25,202209040400,202209040500,94.5,55.0,2235.5,2330.0,4,2
23453,98.25,181.5,484.25,0.0,0.0,0.0,5.5,5.0,1404.5,60.25,14.25,249.0,14.75,24.0,202209040500,202209040600,312.5,273.0,2228.75,2541.25,12,11
23454,98.0,182.5,500.25,0.0,0.0,0.0,5.25,5.0,1404.5,68.0,14.0,542.75,14.75,20.5,202209040600,202209040700,602.25,563.25,2253.25,2855.5,21,20
23455,98.0,184.0,548.75,0.0,0.0,0.0,6.0,5.0,1404.0,74.75,14.0,839.75,14.5,6.5,202209040700,202209040800,885.75,846.25,2309.5,3195.25,28,26
23456,98.5,174.25,515.5,0.0,0.0,0.0,5.75,5.0,1405.5,79.0,14.0,1082.75,16.0,2.25,202209040800,202209040900,1125.75,1085.0,2272.75,3398.5,33,32
23457,98.0,183.75,511.25,0.0,0.0,0.0,6.0,5.0,1406.0,82.75,13.25,1160.75,13.75,2.25,202209040900,202209041000,1201.0,1163.0,2281.75,3482.75,34,33
23458,97.75,183.0,593.75,0.0,0.0,0.0,6.0,5.0,1405.25,83.0,13.0,1133.25,15.5,0.0,202209041000,202209041100,1172.75,1133.25,2362.75,3535.5,33,32
23459,98.0,183.0,527.5,0.0,0.0,0.0,6.0,5.0,1405.0,83.25,13.0,1134.75,17.25,2.0,202209041100,202209041200,1178.0,1136.75,2296.75,3474.75,34,33
23460,97.75,182.75,437.25,0.0,0.0,0.0,6.0,5.0,1405.5,83.0,13.25,1072.5,17.5,4.5,202209041200,202209041300,1118.75,1077.0,2206.25,3325.0,34,32
23461,97.5,181.25,435.0,0.0,0.0,0.0,6.0,5.0,1407.0,82.75,14.75,889.75,18.25,2.0,202209041300,202209041400,935.75,891.75,2203.5,3139.25,30,28
23462,97.5,183.0,476.25,0.0,0.0,0.0,6.0,5.0,1407.0,78.0,14.25,674.75,18.0,4.0,202209041400,202209041500,722.0,678.75,2241.75,2963.75,24,23
23463,97.0,183.5,525.25,0.0,0.0,0.0,6.0,5.0,1407.0,70.0,14.0,352.0,18.5,9.5,202209041500,202209041600,405.0,361.5,2282.75,2687.75,15,13
23464,97.0,183.75,616.0,0.0,0.0,0.0,5.75,5.0,1408.75,61.0,13.75,84.25,19.5,7.0,202209041600,202209041700,135.25,91.25,2366.5,2501.75,5,4
23465,98.0,183.0,609.75,0.0,0.0,0.0,5.0,5.0,1409.0,54.5,12.25,2.25,19.0,7.25,202209041700,202209041800,50.75,9.5,2354.25,2405.0,2,0
23466,98.75,182.25,634.25,0.0,0.0,0.0,5.0,5.0,1406.75,54.0,13.0,0.0,20.5,8.25,202209041800,202209041900,51.75,8.25,2376.0,2427.75,2,0
23467,98.0,183.75,616.0,0.0,0.0,0.0,5.0,5.0,1406.5,53.5,13.0,0.0,19.0,14.75,202209041900,202209042000,56.75,14.75,2357.75,2414.5,2,1
23468,99.0,183.75,545.5,0.0,0.0,0.0,5.0,5.0,1408.0,53.5,12.5,0.0,19.75,6.25,202209042000,202209042100,48.5,6.25,2289.75,2338.25,2,0
23469,99.0,183.75,572.0,0.0,0.0,0.0,5.0,5.0,1406.25,53.0,12.25,0.0,20.0,0.25,202209042100,202209042200,42.5,0.25,2314.0,2356.5,2,0
23470,99.5,184.5,505.0,0.0,0.0,0.0,5.0,5.0,1411.0,54.25,12.75,0.0,20.25,0.0,202209042200,202209042300,43.0,0.0,2254.25,2297.25,2,0
23471,98.0,186.0,530.5,0.0,0.0,0.0,5.0,5.0,1412.5,54.5,12.75,0.0,20.0,0.0,202209042300,202209050000,42.75,0.0,2281.5,2324.25,2,0
23472,97.0,186.5,546.0,0.0,0.0,0.0,5.0,5.0,1414.25,53.5,12.0,0.0,20.25,0.0,202209050000,202209050100,42.25,0.0,2297.25,2339.5,2,0
23473,97.25,185.75,546.75,0.0,0.0,0.0,5.0,5.0,1413.0,54.0,12.25,0.0,18.5,0.5,202209050100,202209050200,41.25,0.5,2296.75,2338.0,2,0
23474,98.0,184.75,526.0,0.0,0.0,0.0,5.0,5.0,1413.5,53.0,11.0,0.0,19.5,1.25,202209050200,202209050300,41.75,1.25,2275.25,2317.0,2,0
23475,97.0,184.0,532.5,0.0,0.0,0.0,5.0,5.0,1411.5,53.0,11.75,0.0,19.25,3.25,202209050300,202209050400,44.25,3.25,2278.0,2322.25,2,0
23476,97.5,156.0,769.75,0.0,0.0,0.0,6.0,5.0,1390.25,56.75,13.75,35.5,18.75,2.25,202209050400,202209050500,81.25,37.75,2470.25,2551.5,3,1
23477,97.5,136.5,821.5,1.0,0.0,0.0,6.0,5.0,1409.5,60.0,14.0,265.5,18.25,0.0,202209050500,202209050600,308.75,265.5,2526.0,2834.75,11,9
23478,98.5,153.5,727.0,0.0,0.0,0.0,6.0,5.0,1410.0,68.0,14.0,729.75,18.25,0.0,202209050600,202209050700,773.0,729.75,2457.0,3230.0,24,23
23479,98.0,162.25,568.5,0.0,0.0,0.0,6.0,5.0,1410.25,74.75,13.5,1199.0,18.0,0.0,202209050700,202209050800,1241.5,1199.0,2313.75,3555.25,35,34
23480,97.5,162.25,566.0,0.0,0.0,0.0,6.25,5.0,1410.5,79.0,12.5,1497.5,18.0,0.0,202209050800,202209050900,1539.25,1497.5,2315.25,3854.5,40,39
23481,99.0,156.75,696.25,0.0,0.0,0.0,7.0,5.0,1410.75,82.75,13.0,1538.0,17.0,0.0,202209050900,202209051000,1580.0,1538.0,2445.5,4025.5,39,38
23482,98.5,159.25,789.5,0.0,0.0,0.0,7.0,5.0,1411.25,83.0,12.75,1446.5,17.5,0.0,202209051000,202209051100,1488.75,1446.5,2541.5,4030.25,37,36
23483,98.75,156.25,754.25,0.0,0.0,0.0,7.0,5.0,1410.5,83.0,11.75,1388.5,17.75,0.0,202209051100,202209051200,1430.0,1388.5,2502.75,3932.75,36,35
23484,98.25,141.75,717.5,0.0,0.0,0.0,7.0,5.0,1411.5,83.0,12.0,1253.5,17.0,0.0,202209051200,202209051300,1294.5,1253.5,2452.0,3746.5,35,33
23485,97.75,139.75,783.5,0.0,0.0,0.0,7.0,5.0,1411.5,83.0,12.0,1013.75,17.0,0.0,202209051300,202209051400,1054.75,1013.75,2515.5,3570.25,30,28
23486,96.75,129.5,852.5,0.0,0.0,0.0,7.0,5.0,1410.25,78.0,12.5,754.5,18.5,0.0,202209051400,202209051500,797.5,754.5,2567.0,3364.5,24,22
23487,97.0,119.5,949.0,0.0,0.0,0.0,7.0,5.0,1381.75,70.0,13.0,389.0,18.0,0.25,202209051500,202209051600,432.25,389.25,2617.25,3049.5,14,13
23488,97.5,137.5,1085.0,0.0,0.0,0.0,7.0,5.0,1408.75,60.5,13.0,109.0,19.25,0.0,202209051600,202209051700,153.25,109.0,2789.25,2942.5,5,4
23489,97.75,137.5,1158.75,0.0,0.0,0.0,7.0,5.0,1410.5,54.25,13.0,3.25,19.0,1.25,202209051700,202209051800,48.5,4.5,2858.75,2907.25,2,0
23490,98.25,137.5,1201.5,0.0,0.0,0.0,7.0,5.0,1408.25,53.75,13.0,0.0,18.0,1.5,202209051800,202209051900,44.5,1.5,2899.25,2943.75,2,0
23491,96.5,144.5,1120.75,0.0,0.0,0.0,7.0,5.0,1408.25,53.75,13.0,0.0,18.5,2.75,202209051900,202209052000,46.25,2.75,2823.75,2870.0,2,0
